country,year,party_id,party,vote,seat,epvote,family,lrgen,lrecon,eu_position,eu_foreign,eu_intmark,spendvtax,deregulation,redistribution,civlib_laworder,sociallifestyle,religious_principles,immigrate_policy,multiculturalism,ethnic_minorities,regions,environment,nationalism,region,leftgen,rightgen,leftecon,rightecon
1,1999,102,PS,10.2,12.7,9.59,5,-1.888888835906982,-2.375,9.444444179534912,9.259258906046549,,,,,,,,,,,,,,West,1.888888835906982,0.0,2.375,0.0
1,1999,103,SP,9.6,9.3,8.84,5,-1.666666746139526,-1.875,9.444444179534912,9.259258906046549,,,,,,,,,,,,,,West,1.666666746139526,0.0,1.875,0.0
1,1999,104,ECOLO,7.3,7.3,8.44,7,-3.111111164093018,-3.25,7.962962786356608,6.851851940155029,,,,,,,,,,,,,,West,3.111111164093018,0.0,3.25,0.0
1,1999,105,AGALEV,7.0,6.0,7.46,7,-2.555555582046509,-2.875,8.333333333333334,6.851851940155029,,,,,,,,,,,,,,West,2.555555582046509,0.0,2.875,0.0
1,1999,106,PRL,7.7,9.0,6.69,3,1.6666665077209473,2.0,9.259258906046549,9.259258906046549,,,,,,,,,,,,,,West,0.0,1.6666665077209473,0.0,2.0
1,1999,107,PVV/VLD,14.3,15.3,13.61,3,2.1111111640930176,2.625,9.444444179534912,9.259258906046549,,,,,,,,,,,,,,West,0.0,2.1111111640930176,0.0,2.625
1,1999,108,PSC,5.9,6.7,4.95,4,0.22222232818603516,0.25,9.814814726511637,9.259258906046549,,,,,,,,,,,,,,West,0.0,0.22222232818603516,0.0,0.25
1,1999,109,CVP,14.1,14.7,13.49,4,0.7777776718139648,0.75,9.814814726511637,9.259258906046549,,,,,,,,,,,,,,West,0.0,0.7777776718139648,0.0,0.75
1,1999,110,VU,5.6,5.3,7.57,8,0.125,0.0,6.666666666666667,6.458333333333333,,,,,,,,,,,,,,West,0.0,0.125,-0.0,0.0
1,1999,111,FDF,2.4,3.0,3.34,8,1.1111111640930176,1.25,8.571428457895914,8.809523582458496,,,,,,,,,,,,,,West,0.0,1.1111111640930176,0.0,1.25
1,1999,112,VB,9.9,10.0,9.39,1,4.888889312744141,3.75,2.037037213643392,3.5416666666666665,,,,,,,,,,,,,,West,0.0,4.888889312744141,0.0,3.75
1,1999,113,MCC,0.0,0.0,0.0,4,0.5714287757873544,0.8000001907348633,9.047618707021076,9.000000158945719,,,,,,,,,,,,,,West,0.0,0.5714287757873544,0.0,0.8000001907348633
1,1999,114,ID21,0.0,0.0,0.0,8,0.14285707473754883,0.14285707473754883,6.041666666666667,6.458333333333333,,,,,,,,,,,,,,West,0.0,0.14285707473754883,0.0,0.14285707473754883
1,1999,115,FN,1.5,0.7,1.52,1,4.888889312744141,3.75,1.904761791229248,1.6666666666666667,,,,,,,,,,,,,,West,0.0,4.888889312744141,0.0,3.75
1,2002,102,PS,10.2,12.7,9.59,5,-1.65,-2.5,8.483333333333333,8.883333333333333,5.166666666666666,,,,,,,,,,,,,West,1.65,0.0,2.5,0.0
1,2002,103,SP,9.6,9.3,8.84,5,-1.5,-2.0,7.416666666666667,9.25,5.0,,,,,,,,,,,,,West,1.5,0.0,2.0,0.0
1,2002,104,ECOLO,7.3,7.3,8.44,7,-2.44,-2.6,8.166666666666666,6.666666666666667,4.8,,,,,,,,,,,,,West,2.44,0.0,2.6,0.0
1,2002,105,AGALEV,7.0,6.0,7.46,7,-2.36,-2.55,8.25,6.833333333333333,4.633333333333333,,,,,,,,,,,,,West,2.36,0.0,2.55,0.0
1,2002,106,MR,10.1,12.0,6.69,3,1.3499999999999996,2.3,8.7,9.816666666666666,8.883333333333333,,,,,,,,,,,,,West,0.0,1.3499999999999996,0.0,2.3
1,2002,107,VLD,14.3,15.3,13.61,3,1.2300000000000004,2.45,9.233333333333333,9.700000000000001,9.5,,,,,,,,,,,,,West,0.0,1.2300000000000004,0.0,2.45
1,2002,108,CDH,5.9,6.7,4.95,4,0.6500000000000004,1.0,8.833333333333334,9.066666666666668,7.966666666666668,,,,,,,,,,,,,West,0.0,0.6500000000000004,0.0,1.0
1,2002,109,CD&V,14.1,14.7,13.49,4,0.9500000000000002,0.8200000000000003,9.4,9.383333333333333,8.0,,,,,,,,,,,,,West,0.0,0.9500000000000002,0.0,0.8200000000000003
